134.68	5.83	92.64
133.87	5.83	92.45
133.04	5.83	92.10
132.28	5.83	91.67
131.67	5.83	91.26
131.29	5.83	90.97
131.23	5.83	90.91
131.56	5.83	91.18
132.63	5.83	92.31
134.11	5.83	93.69
135.89	5.84	95.12
137.94	5.84	96.32
140.09	5.84	97.22
142.21	5.84	97.74
144.10	5.84	97.57
145.70	5.84	96.83
147.01	5.85	95.72
147.89	5.85	94.34
148.35	5.85	92.77
148.45	5.85	91.06
148.16	5.85	89.27
147.47	5.86	87.47
146.60	5.86	85.72
145.65	5.86	84.07
145.08	5.86	82.69
144.59	5.86	81.51
144.08	5.87	80.53
143.48	5.87	79.73
142.54	5.87	79.14
141.46	5.87	78.75
140.29	5.87	78.53
139.04	5.87	78.51
137.74	5.88	78.83
136.44	5.88	79.19
135.19	5.88	79.46
133.96	5.88	79.10
132.85	5.88	78.35
132.00	5.88	77.86
131.54	5.89	78.09
131.65	5.89	79.73
132.16	5.89	81.81
133.07	5.89	84.06
134.54	5.88	86.00
136.21	5.88	87.84
137.91	5.88	89.49
139.37	5.87	90.78
140.63	5.87	91.86
141.60	5.87	92.79
142.07	5.86	93.81
142.25	5.86	94.53
142.21	5.86	94.80
142.09	5.86	93.86
141.81	5.85	92.55
141.38	5.85	91.12
140.71	5.85	90.16
139.91	5.84	89.59
139.13	5.84	89.21
138.49	5.84	88.99
138.12	5.83	88.88
138.01	5.83	88.99
138.21	5.83	89.38
139.03	5.83	90.37
140.14	5.82	91.52
141.41	5.82	92.65
142.68	5.82	93.45
143.95	5.81	93.96
145.17	5.81	94.12
146.31	5.81	93.69
147.32	5.80	92.83
148.14	5.80	91.75
148.66	5.80	90.71
148.87	5.79	89.69
148.84	5.79	88.58
148.57	5.79	87.24
148.06	5.79	85.52
147.37	5.78	83.82
146.56	5.78	82.29
145.69	5.78	81.45
144.78	5.77	81.10
143.84	5.77	80.99
142.87	5.77	81.00
141.95	5.76	80.94
141.02	5.76	80.86
140.07	5.76	80.71
139.07	5.76	80.39
137.95	5.75	79.71
136.86	5.75	79.03
135.88	5.75	78.46
135.05	5.74	78.20
134.43	5.74	78.25
134.09	5.74	78.64
134.18	5.73	79.55
134.78	5.74	81.02
135.63	5.74	82.69
136.64	5.74	84.41
137.72	5.74	85.96
138.84	5.74	87.40
139.97	5.75	88.60
141.01	5.75	89.35
141.99	5.75	90.00
142.92	5.75	90.70
143.80	5.76	91.99
144.55	5.76	93.08
145.09	5.76	93.63
145.20	5.76	92.62
145.15	5.77	91.18
145.03	5.77	89.61
145.15	5.77	88.86
145.28	5.77	88.32
145.36	5.78	87.83
145.24	5.78	87.12
144.94	5.78	86.22
144.53	5.78	85.29
144.02	5.79	84.41
143.46	5.79	83.71
142.82	5.79	83.09
142.14	5.79	82.52
141.39	5.80	81.94
140.60	5.80	81.40
139.82	5.80	81.01
139.04	5.80	80.88
138.24	5.81	81.26
137.60	5.81	81.79
137.19	5.81	82.37
137.37	5.81	82.58
137.85	5.81	82.75
138.48	5.82	83.07
139.02	5.82	84.01
139.51	5.82	85.28
140.03	5.82	86.50
140.70	5.83	87.28
141.42	5.83	87.61
142.01	5.83	87.64
142.18	5.83	87.29
141.98	5.84	86.65
141.62	5.84	85.94
141.24	5.84	85.44
140.88	5.84	85.18
140.46	5.84	84.91
139.99	5.85	84.45
139.44	5.85	83.65
138.86	5.85	82.83
138.23	5.85	82.05
137.62	5.86	81.52
136.97	5.86	81.18
136.27	5.86	81.06
135.46	5.86	81.34
134.56	5.87	81.94
133.71	5.87	82.64
132.95	5.87	83.26
132.38	5.87	83.64
131.96	5.87	83.90
131.71	5.88	84.05
131.75	5.88	83.87
131.94	5.88	83.69
132.22	5.88	83.66
132.54	5.89	84.10
132.89	5.89	84.87
133.24	5.89	85.88
133.43	5.89	87.20
133.62	5.90	88.67
133.98	5.90	90.13
134.81	5.90	91.33
136.00	5.90	92.28
137.43	5.90	92.99
139.05	5.90	93.31
140.77	5.90	93.37
142.47	5.90	93.37
143.97	5.90	93.59
145.30	5.90	93.89
146.48	5.90	94.18
147.51	5.90	94.56
148.36	5.90	94.72
149.01	5.90	94.49
149.41	5.90	93.10
149.60	5.90	91.36
149.59	5.90	89.54
149.41	5.90	88.45
149.04	5.90	87.54
148.50	5.90	86.69
147.72	5.90	85.57
146.74	5.90	84.26
145.64	5.90	83.00
144.44	5.90	81.89
143.24	5.90	81.29
142.02	5.90	80.99
140.79	5.90	80.89
139.56	5.90	80.95
138.39	5.90	81.13
137.26	5.90	81.37
